model,approach,setting,project,k_label,true_bug,pred_bug,overpred_bug,true_feature,pred_feature,overpred_feature,true_question,pred_question,overpred_question,n_invalid,predictions_path
,vtag,project_specific,microsoft_vscode,k8,100,116,1.16,100,66,0.66,100,118,1.18,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k8.csv
,vtag,project_specific,microsoft_vscode,k9,100,107,1.07,100,68,0.68,100,125,1.25,0,results/issues11k/project_specific/microsoft_vscode/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,microsoft_vscode,k1,100,97,0.97,100,71,0.71,100,132,1.32,0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,microsoft_vscode,k3,100,40,0.4,100,105,1.05,100,155,1.55,0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,microsoft_vscode,k6,100,47,0.47,100,96,0.96,100,157,1.57,0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,microsoft_vscode,k9,100,60,0.6,100,79,0.79,100,161,1.61,0,results/issues11k/project_specific/microsoft_vscode/vtag_debias_m3/predictions/preds_k9.csv
Qwen-14B,ft,project_specific,opencv_opencv,finetune_fixed,100,125,1.25,100,55,0.55,100,120,1.2,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,opencv_opencv,k1,100,151,1.51,100,101,1.01,100,48,0.48,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,opencv_opencv,k3,100,146,1.46,100,99,0.99,100,55,0.55,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,opencv_opencv,k6,100,129,1.29,100,97,0.97,100,57,0.57,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-14B,ragtag,project_specific,opencv_opencv,k9,100,131,1.31,100,92,0.92,100,57,0.57,20,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,opencv_opencv,k1,100,146,1.46,100,104,1.04,100,50,0.5,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,opencv_opencv,k3,100,139,1.39,100,102,1.02,100,59,0.59,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,opencv_opencv,k6,100,126,1.26,100,105,1.05,100,65,0.65,4,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,opencv_opencv,k9,100,120,1.2,100,100,1.0,100,63,0.63,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,opencv_opencv,finetune_fixed,100,85,0.85,100,132,1.32,100,82,0.82,1,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,opencv_opencv,k1,100,142,1.42,100,104,1.04,100,54,0.54,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,opencv_opencv,k3,100,141,1.41,100,96,0.96,100,63,0.63,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,opencv_opencv,k6,100,120,1.2,100,97,0.97,100,66,0.66,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,opencv_opencv,k9,100,112,1.12,100,96,0.96,100,72,0.72,20,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,opencv_opencv,k1,100,135,1.35,100,109,1.09,100,56,0.56,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,opencv_opencv,k3,100,122,1.22,100,111,1.11,100,67,0.67,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,opencv_opencv,k6,100,117,1.17,100,107,1.07,100,72,0.72,4,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,opencv_opencv,k9,100,104,1.04,100,98,0.98,100,81,0.81,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,opencv_opencv,zero_shot,100,135,1.35,100,115,1.15,100,50,0.5,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,opencv_opencv,finetune_fixed,100,144,1.44,100,82,0.82,100,64,0.64,10,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,opencv_opencv,k1,100,119,1.19,100,109,1.09,100,72,0.72,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,opencv_opencv,k3,100,127,1.27,100,104,1.04,100,69,0.69,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,opencv_opencv,k6,100,115,1.15,100,102,1.02,100,66,0.66,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,opencv_opencv,k9,100,114,1.14,100,104,1.04,100,62,0.62,20,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,opencv_opencv,k1,100,121,1.21,100,83,0.83,100,96,0.96,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,opencv_opencv,k3,100,92,0.92,100,91,0.91,100,117,1.17,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,opencv_opencv,k6,100,67,0.67,100,102,1.02,100,127,1.27,4,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,opencv_opencv,k9,100,65,0.65,100,106,1.06,100,112,1.12,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,opencv_opencv,finetune_fixed,100,87,0.87,100,168,1.68,100,44,0.44,1,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,opencv_opencv,k1,100,142,1.42,100,111,1.11,100,47,0.47,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,opencv_opencv,k3,100,140,1.4,100,106,1.06,100,54,0.54,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,opencv_opencv,k6,100,121,1.21,100,111,1.11,100,51,0.51,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,opencv_opencv,k9,100,121,1.21,100,105,1.05,100,54,0.54,20,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,opencv_opencv,k1,100,147,1.47,100,107,1.07,100,46,0.46,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,opencv_opencv,k3,100,138,1.38,100,100,1.0,100,62,0.62,0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,opencv_opencv,k6,100,123,1.23,100,108,1.08,100,65,0.65,4,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,opencv_opencv,k9,100,110,1.1,100,105,1.05,100,68,0.68,17,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,opencv_opencv,k1,100,134,1.34,100,75,0.75,100,91,0.91,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k1.csv
,vtag,project_specific,opencv_opencv,k10,100,115,1.15,100,76,0.76,100,109,1.09,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k10.csv
,vtag,project_specific,opencv_opencv,k11,100,119,1.19,100,75,0.75,100,106,1.06,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k11.csv
,vtag,project_specific,opencv_opencv,k12,100,120,1.2,100,75,0.75,100,105,1.05,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k12.csv
,vtag,project_specific,opencv_opencv,k13,100,121,1.21,100,73,0.73,100,106,1.06,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k13.csv
,vtag,project_specific,opencv_opencv,k14,100,122,1.22,100,71,0.71,100,107,1.07,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k14.csv
,vtag,project_specific,opencv_opencv,k15,100,110,1.1,100,79,0.79,100,111,1.11,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k15.csv
,vtag,project_specific,opencv_opencv,k16,100,116,1.16,100,77,0.77,100,107,1.07,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k16.csv
,vtag,project_specific,opencv_opencv,k17,100,110,1.1,100,83,0.83,100,107,1.07,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k17.csv
,vtag,project_specific,opencv_opencv,k18,100,110,1.1,100,80,0.8,100,110,1.1,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k18.csv
,vtag,project_specific,opencv_opencv,k19,100,99,0.99,100,90,0.9,100,111,1.11,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k19.csv
,vtag,project_specific,opencv_opencv,k2,100,134,1.34,100,75,0.75,100,91,0.91,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k2.csv
,vtag,project_specific,opencv_opencv,k20,100,104,1.04,100,84,0.84,100,112,1.12,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k20.csv
,vtag,project_specific,opencv_opencv,k25,100,93,0.93,100,100,1.0,100,107,1.07,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k25.csv
,vtag,project_specific,opencv_opencv,k3,100,129,1.29,100,72,0.72,100,99,0.99,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k3.csv
,vtag,project_specific,opencv_opencv,k30,100,82,0.82,100,107,1.07,100,111,1.11,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k30.csv
,vtag,project_specific,opencv_opencv,k4,100,125,1.25,100,73,0.73,100,102,1.02,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k4.csv
,vtag,project_specific,opencv_opencv,k5,100,121,1.21,100,75,0.75,100,104,1.04,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k5.csv
,vtag,project_specific,opencv_opencv,k6,100,118,1.18,100,77,0.77,100,105,1.05,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k6.csv
,vtag,project_specific,opencv_opencv,k7,100,119,1.19,100,75,0.75,100,106,1.06,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k7.csv
,vtag,project_specific,opencv_opencv,k8,100,119,1.19,100,71,0.71,100,110,1.1,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k8.csv
,vtag,project_specific,opencv_opencv,k9,100,119,1.19,100,70,0.7,100,111,1.11,0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,opencv_opencv,k1,100,134,1.34,100,75,0.75,100,91,0.91,0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,opencv_opencv,k3,100,41,0.41,100,115,1.15,100,144,1.44,0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,opencv_opencv,k6,100,49,0.49,100,104,1.04,100,147,1.47,0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,opencv_opencv,k9,100,76,0.76,100,84,0.84,100,140,1.4,0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/preds_k9.csv
Qwen-14B,ft,project_specific,tensorflow_tensorflow,finetune_fixed,100,124,1.24,100,58,0.58,100,118,1.18,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,tensorflow_tensorflow,k1,100,147,1.47,100,79,0.79,100,74,0.74,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,tensorflow_tensorflow,k3,100,140,1.4,100,77,0.77,100,83,0.83,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,tensorflow_tensorflow,k6,100,130,1.3,100,75,0.75,100,84,0.84,11,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-14B,ragtag,project_specific,tensorflow_tensorflow,k9,100,125,1.25,100,75,0.75,100,86,0.86,14,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,tensorflow_tensorflow,k1,100,149,1.49,100,80,0.8,100,71,0.71,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,tensorflow_tensorflow,k3,100,142,1.42,100,78,0.78,100,80,0.8,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,tensorflow_tensorflow,k6,100,127,1.27,100,74,0.74,100,93,0.93,6,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,tensorflow_tensorflow,k9,100,125,1.25,100,74,0.74,100,91,0.91,10,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,tensorflow_tensorflow,finetune_fixed,100,119,1.19,100,90,0.9,100,91,0.91,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,tensorflow_tensorflow,k1,100,131,1.31,100,75,0.75,100,94,0.94,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,tensorflow_tensorflow,k3,100,128,1.28,100,74,0.74,100,98,0.98,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,tensorflow_tensorflow,k6,100,119,1.19,100,71,0.71,100,99,0.99,11,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,tensorflow_tensorflow,k9,100,118,1.18,100,70,0.7,100,97,0.97,15,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,tensorflow_tensorflow,k1,100,139,1.39,100,77,0.77,100,84,0.84,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,tensorflow_tensorflow,k3,100,134,1.34,100,75,0.75,100,91,0.91,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,tensorflow_tensorflow,k6,100,120,1.2,100,74,0.74,100,100,1.0,6,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,tensorflow_tensorflow,k9,100,117,1.17,100,69,0.69,100,103,1.03,11,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,tensorflow_tensorflow,zero_shot,100,146,1.46,100,79,0.79,100,74,0.74,1,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,tensorflow_tensorflow,finetune_fixed,100,183,1.83,100,65,0.65,100,47,0.47,5,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,tensorflow_tensorflow,k1,100,154,1.54,100,88,0.88,100,58,0.58,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,tensorflow_tensorflow,k3,100,148,1.48,100,75,0.75,100,77,0.77,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,tensorflow_tensorflow,k6,100,143,1.43,100,75,0.75,100,71,0.71,11,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,tensorflow_tensorflow,k9,100,137,1.37,100,75,0.75,100,73,0.73,15,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,tensorflow_tensorflow,k1,100,166,1.66,100,72,0.72,100,62,0.62,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,tensorflow_tensorflow,k3,100,146,1.46,100,73,0.73,100,81,0.81,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,tensorflow_tensorflow,k6,100,122,1.22,100,76,0.76,100,96,0.96,6,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,tensorflow_tensorflow,k9,100,115,1.15,100,76,0.76,100,99,0.99,10,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,tensorflow_tensorflow,finetune_fixed,100,58,0.58,100,174,1.74,100,68,0.68,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,tensorflow_tensorflow,k1,100,135,1.35,100,75,0.75,100,90,0.9,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,tensorflow_tensorflow,k3,100,128,1.28,100,77,0.77,100,95,0.95,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,tensorflow_tensorflow,k6,100,118,1.18,100,79,0.79,100,92,0.92,11,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,tensorflow_tensorflow,k9,100,117,1.17,100,86,0.86,100,83,0.83,14,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,tensorflow_tensorflow,k1,100,144,1.44,100,61,0.61,100,95,0.95,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,tensorflow_tensorflow,k3,100,134,1.34,100,73,0.73,100,93,0.93,0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,tensorflow_tensorflow,k6,100,117,1.17,100,79,0.79,100,98,0.98,6,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,tensorflow_tensorflow,k9,100,115,1.15,100,82,0.82,100,93,0.93,10,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,tensorflow_tensorflow,k1,100,178,1.78,100,40,0.4,100,82,0.82,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k1.csv
,vtag,project_specific,tensorflow_tensorflow,k10,100,213,2.13,100,32,0.32,100,55,0.55,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k10.csv
,vtag,project_specific,tensorflow_tensorflow,k11,100,213,2.13,100,31,0.31,100,56,0.56,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k11.csv
,vtag,project_specific,tensorflow_tensorflow,k12,100,215,2.15,100,32,0.32,100,53,0.53,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k12.csv
,vtag,project_specific,tensorflow_tensorflow,k13,100,221,2.21,100,30,0.3,100,49,0.49,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k13.csv
,vtag,project_specific,tensorflow_tensorflow,k14,100,222,2.22,100,28,0.28,100,50,0.5,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k14.csv
,vtag,project_specific,tensorflow_tensorflow,k15,100,223,2.23,100,26,0.26,100,51,0.51,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k15.csv
,vtag,project_specific,tensorflow_tensorflow,k16,100,225,2.25,100,26,0.26,100,49,0.49,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k16.csv
,vtag,project_specific,tensorflow_tensorflow,k17,100,227,2.27,100,25,0.25,100,48,0.48,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k17.csv
,vtag,project_specific,tensorflow_tensorflow,k18,100,228,2.28,100,24,0.24,100,48,0.48,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k18.csv
,vtag,project_specific,tensorflow_tensorflow,k19,100,235,2.35,100,22,0.22,100,43,0.43,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k19.csv
,vtag,project_specific,tensorflow_tensorflow,k2,100,178,1.78,100,40,0.4,100,82,0.82,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k2.csv
,vtag,project_specific,tensorflow_tensorflow,k20,100,234,2.34,100,21,0.21,100,45,0.45,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k20.csv
,vtag,project_specific,tensorflow_tensorflow,k25,100,240,2.4,100,22,0.22,100,38,0.38,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k25.csv
,vtag,project_specific,tensorflow_tensorflow,k3,100,186,1.86,100,41,0.41,100,73,0.73,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k3.csv
